,Load pu,Part load efficiency
0,0.6106774532667931,0.9256043995835175
1,0.6332147455590028,0.9317701205030494
2,0.6557541794344088,0.937659424938515
3,0.6782965648101784,0.9431228705294594
4,0.7008413358531445,0.9482412170657376
5,0.723386834922878,0.9532892703824624
6,0.7459349196798855,0.9579387809416825
7,0.7684836569973583,0.9625185951661575
8,0.7910343394649063,0.9667956622083534
9,0.8135863378063269,0.9708743820232101
10,0.8361389193602701,0.9748819769119875
11,0.8586925841611697,0.9787249271951581
12,0.8812459843305447,0.9826470087224678
13,0.9038008132728854,0.9863355775475874
14,0.9263585171765604,0.9895149733793741
15,0.9458923212784152,0.9918841027401611
16,1.0,1.0
