,Load pu,Part load efficiency
0,0.600253448,0.94530267628904
1,0.607653109,0.9474433621271509
2,0.616000949,0.9496526212021531
3,0.624691526,0.9520252467346695
4,0.632798449,0.9543022937230119
5,0.641730161,0.9566062905658643
6,0.650122823,0.9587356531680968
7,0.658771161,0.9607330245408655
8,0.6758132029999999,0.9646740305869117
9,0.692856658,0.9683449948199887
10,0.709900119,0.9720424891358748
11,0.7269455640000001,0.975337531304409
12,0.743992392,0.9783525833139721
13,0.761041124,0.980967857084339
14,0.778088197,0.9839634996535725
15,0.795137691,0.986439734548515
16,0.812187509,0.9888559729060427
17,0.829238328,0.9910594534673213
18,0.846290467,0.9929755755930879
19,0.863606104,0.9947442251178439
20,0.880397943,0.9961055450764202
21,0.8974529809999999,0.9973824823792162
22,0.914508532,0.9985459084611855
23,0.9301754609999999,0.9998037305292672
24,1.0,1.0
